,index,category,answer,question
9639,3682,state capitals,"named for a city in france, it's located in the green mountains on the upper winooski river",Montpelier (Vermont)
9640,3683,state capitals,"this city, not richmond, is where you can find the first white house of the confederacy","Montgomery, Alabama"
9641,3684,state capitals,centennial park in this southern capital contains a full-scale replica of the parthenon,Nashville
9642,3741,geography,this british river rises in the cotswold hills of gloucester,the Thames
9643,3742,geography,"in 1886 congress ""closed"" this sea off alaska due to indiscriminate fur-sealing practices of other nations",the Bering Sea
9644,3743,geography,the tallest mountains in egypt are located on this large peninsula,the Sinai
9645,3744,geography,"french cities on this bay or its inlets include bordeaux, nantes & rochefort",the Bay of Biscay
9646,3745,geography,"mount elbrus, the highest point in europe, is a peak of this mountain range",the Caucasus
9647,4011,museums,this largest nevada city has a museum dedicated to mormon pioneers,Las Vegas
9648,4012,museums,"this confederate president's richmond, virginia residence contains more than 2,000 civil war relics",Jefferson Davis
9649,4013,museums,"when opened in 1819, this madrid museum consisted of art collections of the hapsburg & bourbon kings",the Prado
9650,4014,museums,it's russia's largest museum,the Hermitage
9651,4015,museums,modern art can be seen at this odd-shaped nyc on fifth avenue between 88th and 89th streets,the Guggenheim
9652,4138,countries of the world,in mid-1992 this baltic country will change its unit of currency to the lats,Latvia
9653,4139,countries of the world,one of this country's most populous counties is pest,Hungary
9654,4140,countries of the world,part of this country was once known as the kingdom of fez,Morocco
9655,4141,countries of the world,"hammerfest, europe's northernmost city, lies in this country",Norway
9656,4142,countries of the world,this country has south america's largest jewish population,Argentina
9657,76,state symbols,"its state poem is ""a nuevo mexico\""",New Mexico
9658,77,state symbols,in 1972 this state declared dog mushing the state sport,Alaska
9659,78,state symbols,this mammal appears on both the state seal & the state flag of california,the bear
9660,79,state symbols,"in 1982, colorado made this plated dinosaur its state fossil",the Stegosaurus
9661,80,state symbols,"say ""amen""; it's the state insect of connecticut",the praying mantis
9662,247,state capitals,"among the notable buildings in this capital city are quincy market, faneuil hall & paul revere's house",Boston
9663,248,state capitals,"the state capitol in this north dakota city is called the ""skyscraper of the prairies\""",Bismarck
9664,249,state capitals,"founded in 1865, the nevada appeal in this city is the state's oldest daily newspaper",Carson City
9665,250,state capitals,"it's been called the ""crossroads of the pacific\""",Honolulu
9666,251,state capitals,this state capital is served by will rogers world airport,Oklahoma City
9667,353,mountains,"mt. chimborazo, whose summit is the farthest from the earth's center, lies in ecuador in these mountains",the Andes
9668,354,mountains,"the zugspitze, germany's highest peak, rises over 9,700 feet in the bavarian chain of these mountains",the Alps
9669,355,mountains,"this country's highest mountain is carrantuohill, part of macgillicuddy's reeks",Ireland
9670,356,mountains,mount shasta in california & mount rainier in washington are the highest peaks in this range,the Cascades
9671,357,mountains,"mt. logan, canada's highest peak, lies in the st. elias range in this territory",Yukon
9672,687,state capitals,"queen liliuokalani died in this city in 1917, 42 years before it became a state capital",Honolulu
9673,688,state capitals,"cable tv viewers know the first ""n"" in tnn stands for this state capital",Nashville
9674,689,state capitals,"if you know that this state's capital is jefferson city, ""show me\""",Missouri
9675,690,state capitals,this new mexico capital was founded by don pedro de peralta around 1610,Santa Fe
9676,691,state capitals,"most of this south carolina city was destroyed by fire in 1865; sherman's troops claimed it was an ""accident\""",Columbia
9677,771,country singers,"after ""achy breaky heart"", his debut cd ""some gave all"" hit no.1 on the country & pop charts",Billy Ray Cyrus
9678,772,country singers,"at the age of 13, this performer topped the country charts with ""delta dawn\""",Tanya Tucker
9679,773,country singers,"a year before he recorded ""by the time i get to phoenix"", he played guitar on the beach boys' ""good vibrations\""",Glen Campbell
9680,774,country singers,"in october 1991 this singer quit ""killin' time"" long enough to marry lisa hartman",Clint Black
9681,775,country singers,"his 1991 music video ""the thunder rolls"" created controversy because of its violence",Garth Brooks
9682,916,islands,some 17th century maps show this massachusetts island as martin's vineyard,Martha's Vineyard
9683,917,islands,unalaska is the second-largest island of this chain,Aleutians
9684,918,islands,"at the time of alfred dreyfus' imprisonment on this island off french guiana, it was virtually uninhabited",Devil's Island
9685,919,islands,"discovered by james cook on the eve of december 25, 1777, this island became part of kiribati in 1979",Christmas Island
9686,920,islands,viti levu is the largest of the more than 300 islands which make up this country in the south pacific,Fiji
9687,926,weather,"the largest one of these in the u.s. was 17 1/2"" in circumference & fell near coffeeville, kansas, in 1970",hailstone
9688,927,weather,"air pressure is measured by a vacuum chamber, not mercury, in the aneroid type of this instrument",barometer
9689,928,weather,"in 1964 photographs of hurricane cleo were taken by nimbus i, a new generation of this",weather satellite
9690,929,weather,"light winds occur in these ""latitudes"" between the prevailing westerlies & the trade winds",horse latitudes
9691,930,weather,"used to measure wind speed, it usually has 3 or 4 cups which rotate on a spindle",anemometer
9692,1002,geography,"since the breakup of the soviet union, this is the largest country in area in the world",Russia
9693,1175,islands,"when columbus reached this future u.s. commonwealth in 1493, he named it san juan bautista",Puerto Rico
9694,1176,islands,argentina's claim to this british south atlantic colony dates back to 1820,the Falklands
9695,1177,islands,quebec's anticosti island at the mouth of this river is the site of a provincial park,the St. Lawrence
9696,1178,islands,this island off the coast of southern california was named in honor of st. catherine of alexandria,Santa Catalina
9697,1179,islands,this caribbean island in the leeward group has both french & dutch sections,Saint Martin
9698,1196,museums,"an ulverston, england museum is devoted to the film careers of this comedy pair who starred in ""the flying deuces\""",Laurel & Hardy
9699,1197,museums,a collection of the art of this 20th century spanish painter is housed at the hotel sale in paris,Pablo Picasso
9700,1198,museums,"this city's field museum of natural history has a 250,000 volume reference library",Chicago
9701,1199,museums,"austin, tx has a museum devoted to this short-story author of ""cabbages and kings\""",O. Henry (William Sidney Porter)
9702,1200,museums,the drake well museum in titusville in this state commemorates the first oil well in the u.s.,Pennsylvania
9703,1267,state capitals,the 40-story tcby towers office building in this city is arkansas' tallest building,Little Rock
9704,1268,state capitals,it's the state capital in which huey long is buried,Baton Rouge
9705,1269,state capitals,stapleton international airport in this capital is one of the usa's busiest,Denver
9706,1270,state capitals,it's the eastern terminus of the erie canal,"Albany, New York"
9707,1271,state capitals,the home of william jennings bryan is preserved in this state capital where he lived from 1887-1921,"Lincoln, Nebraska"
9708,1419,bodies of water,this african river enters the mediterranean through two main branches:  the damietta & the rosetta,The Nile
9709,1420,bodies of water,entrances to this sea include the yucatan channel & the panama canal,Caribbean Sea
9710,1421,bodies of water,"venice is one of the chief ports on this sea, an arm of the mediterranean",Adriatic Sea
